,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
10,215833.61286683122,73010.45963101812,105005.37550541334,54473.84636329056,17793.88994999528,207868.2120438396,171216.17427198755,611283.6316709577,50289.177397480176,76486.12898836817,166200.54270234558,108823.34303141067,26456.40499346663,67811.20156138961,608978.840766212,31439.65474190792,104260.53223353699,102130.6557154561,610852.7647819988,72443.10113113308,70984.31634797648,70686.7550983512,80282.4306296246,45068.83228752113,54012.93021972332,136270.91067642864,118673.49580135425,107392.54241336479,45681.36585220488,33774.1038329642,51849.80055402196,113402.96235586202,5152.557793930595,6492.658817874701
11,166541.59252411578,73785.83814115255,161422.18615323372,89775.53430340534,49700.07659203415,388811.50653127,343887.89231065253,767778.2341003693,41808.60581767462,80517.15097377806,292309.7010524136,159830.16313395402,48430.360177658746,125961.19272042741,764900.5423418991,75159.85608571634,177592.50977095508,175160.51602141163,767104.1971459202,59910.93705699523,147486.74121939193,59831.585346649095,83045.0430211491,46129.46294649314,87424.9252501592,269498.1339608079,134384.69248946037,124481.39944306396,55198.88006975451,71319.97129636304,87507.10772881981,232819.5531594332,5276.3484155673705,3552.1912358302106
12,194094.87827012656,93009.93573661626,178183.9364074592,83205.85736937568,40497.711453956545,302404.98342136404,263859.4213561866,527774.6046005387,23703.839433094654,86566.27776304395,261634.98147223587,86446.56995841279,28300.818897209214,74297.4899606375,524885.7343891925,32924.27446955988,105859.27252857568,98129.25101422299,526868.2747408049,60822.51567136323,79491.25934679143,73215.64813252502,71554.99193363075,35528.50750161409,85499.9445488864,227487.94478593976,88327.39662177424,66289.19423766456,54007.92614497608,58261.42331819897,61429.72713463407,157403.38356225242,6823.235943535084,4678.602101199996
13,107770.6686186212,61608.080020795605,138206.42751998513,93367.71365329578,30111.341657899455,259365.40540200024,237419.6163065548,321722.7981957507,13201.84412313843,65249.66896707502,181851.6935657401,63465.724151991926,14464.747934842415,36093.59160028548,320755.82020890166,36183.3370047784,71954.16123883467,78140.20216975966,321134.3293243474,31035.62023165273,77511.20112530775,44333.60730443947,35719.26996797144,23650.766722975233,51919.50171144977,214554.79685085555,61266.63206608998,54974.22201204581,39958.47306007308,38384.57640351575,39494.19982479156,162302.5291485164,4662.788495748865,5086.764621256641
14,167340.89573461097,67004.37065806509,84313.72075181756,41685.15168195509,50408.89238224856,158070.72769593407,142856.06171316377,443540.5868867472,34524.33722297353,54039.868766140215,157638.38104838354,85085.87606657542,19795.205194447473,35684.354010696006,440981.45722703706,35903.60725855887,100870.0583280118,97231.60025587337,441078.51415822795,69632.29908726999,54614.03409296071,48199.397694857355,38463.96064321464,23162.99708563241,65098.9823213742,95136.07396248243,81690.9247872533,54125.40948272676,50125.266371112404,41874.046772265414,35529.76392010899,109790.95223411653,5234.3432468888495,5032.205394592942
15,226485.7976470949,105648.9903979659,138570.16697262324,80199.14839601534,43163.132582669365,213976.33811405263,200299.88544747053,730132.8839407573,92589.46110915627,108152.24765395292,197083.93942924857,180453.2503519736,38456.8483834326,93384.13308337195,725912.0074322001,40128.117791857534,180777.60241020785,163648.17476646532,729029.0267112835,130292.01671486127,127309.88239940722,138470.37595571604,102873.56959557967,47678.78920274537,86279.10340888609,137748.93943448606,188375.76240460522,166675.2076559879,78676.30452494782,77286.94715179877,83374.9853673923,147617.73235129655,5675.079313019378,5362.185223411548
16,292220.5539441561,151368.49804354296,172501.3914991627,82137.0420801132,57096.73376703394,233826.25618614207,237680.9134887136,505658.5994538775,32370.410720117314,86085.5086802043,283125.5405607391,103186.78185585447,25341.683854971867,70751.29650253829,504166.6197751412,53520.18571457569,120564.98298535972,124659.88603034531,505079.3842469371,90797.94555353496,75147.04113475145,75392.43284997018,63849.43332894222,28447.63121935138,79156.98760991174,148788.57273261712,108580.4733579383,52609.99907221508,80882.87671208952,62131.665137337426,59751.62859672806,136557.35991178371,2891.912374642102,3299.4642085627
17,130251.3765911687,71276.70974857119,60773.11736980903,65262.640873368364,24109.652718873647,139574.87420800532,94963.98979658465,341993.58546743507,39422.74227076766,23514.240825198773,147292.2674773758,56512.08376241458,24774.689160960446,51917.317754418844,339649.6261912439,28126.88638319278,61055.10667331359,49139.88665622033,340216.04822687944,26980.64221016739,40411.11963587269,30841.047068427473,37955.17298026648,26506.014016646528,32343.560735723026,74175.87238573619,47038.56912858057,85934.49307368531,42027.59569809068,35943.911570918135,45136.64574044371,65344.3142380965,5770.349027135816,2587.9410345028177
18,100251.79255910165,60807.6703728567,106773.88858884176,52668.62900695268,22420.846766328403,183440.10701972968,177063.94269587606,288349.08904291224,23506.27437803438,70428.77858859053,137287.00952681262,61696.83317892202,32267.142439690597,26741.254891892608,291645.4872329464,36950.04072630675,64704.65330564306,66983.79766351929,288532.5524465477,45180.93290272702,73485.23996082143,73681.39706975086,37295.07451174952,31323.33707482963,58548.74236705457,130728.86544817612,76245.60227103494,40359.98371785879,48983.610151111694,56663.63029101933,47891.58602574861,134570.7533154603,6995.575410705772,4070.385034349771
19,131415.00487120816,81636.96327239918,110529.56212112872,72062.23527434455,38782.69712129214,281067.6574950642,227183.3195221936,368101.1998378703,32235.805702237998,48664.383348111536,151834.51674838344,99199.9237645044,30971.426779316145,58343.398705376414,366882.33291117003,40317.88139498524,96169.06033920903,113970.65079207439,367927.4190598105,50013.52966760571,86318.45414127022,42199.23992498241,49863.98411204299,31851.34031412615,51815.80266064557,180321.38379599695,108911.72200666666,55162.053398937496,53269.17596163757,38359.751680011665,53484.60313216972,186605.11279930602,5645.109504724315,2946.851310935849
20,266769.6325487632,151859.64274403837,304254.0539220152,166161.32033773724,74715.73302769345,602990.8037760117,524742.4463371289,780816.387406033,24341.26574376432,148462.3158127183,453755.3275192493,141311.99622998454,40149.28775652978,91905.41172659608,778960.0895421423,43049.86453523369,183867.25020046296,184776.5128245006,780032.3448034298,74027.60947117793,174089.90044117448,65878.26485718071,79329.9733265133,44196.92894097171,139248.0544050483,430327.55934848025,134131.66025667067,47517.534020868865,97424.66862288443,110754.08340916976,110119.49849388367,331247.59702242946,5286.463815953284,4252.703210985055
21,113671.09165910624,63130.29811398281,81967.78268259807,33428.27087079055,26401.86601288416,164198.65695384226,129247.24292687216,362819.1961707147,22494.480230246525,57760.834489349734,118532.36408696635,79693.29737776244,29623.41673671201,59589.31277292754,360154.22401886387,47374.689684380915,82239.49671924935,81040.20792600841,362639.15845718206,65195.58925211854,66478.00342486057,39904.47733030487,68147.20135105561,35557.802164204535,49509.56932477698,94508.23549442428,90537.97360246441,38408.06648572983,60893.21752272218,63674.5828571469,55599.53254697174,110998.32241846572,4997.067295321385,6152.994495209807
22,157786.02411774514,126978.34399439933,235680.5914929497,119679.28167656885,52767.237354620825,403449.8647129118,337559.1660105542,524566.2479127058,31310.61523502741,114631.007553509,363706.2534109068,86371.14465651535,36404.02480899573,56361.53475452024,525655.0148290201,51375.195253587124,108605.01952986693,113000.36640012446,525581.4126591859,67785.18641265767,110423.50329065407,91635.31866022569,49214.81127798389,31554.325840264144,104867.88863190096,304786.1831757182,85908.55776395167,51377.20441468404,63758.34047772233,85498.90908278924,85318.36785839658,208765.1812556217,3255.5282873251585,6778.149541066132
23,269787.5482857883,164286.4728362106,279788.8398016007,115542.60596317064,60712.42057017568,554140.115338006,487689.7598822407,727894.6695549063,29529.403386633192,108758.96805261527,369211.97385631374,149660.31811730898,36287.06084813481,47516.12359613982,730163.1717628972,53348.96257731294,186825.54595000253,194316.2567103881,729454.8998818358,65067.66223475676,146618.7111408929,53850.092581630845,69242.20880006287,36539.347127886904,113877.8805255576,345520.7909159846,172659.23999874646,60312.88857023885,102486.25719922013,84613.24909599008,100699.12361580212,305570.45327425544,4081.734711262785,6097.695323117479
24,98929.99203281014,41543.80483182565,113419.8175071756,72592.12294887967,32017.71958410473,144212.66507692778,121969.08398691624,331578.1117667794,18066.558010840723,75769.09904543658,121259.37730425394,74834.29580023521,25489.897092397616,56516.219156920764,330138.5749401592,52802.782011634336,80718.11607208333,74551.010417526,330627.81550076546,49673.92603645954,52118.80713526884,41777.3930170517,37817.18323655073,20674.364140487283,53980.175605076816,124342.56580713631,87604.5958986672,40991.04379482701,44254.2484400016,47333.66866934045,55733.37835698917,100759.42059867243,4127.1824567135,7107.180347876343
25,202763.31656600957,90289.53388154389,218293.95759356764,110902.31914014425,43177.65035744841,371754.2388026074,341709.0152133292,656816.509467708,35998.79753787011,125964.8731558288,368069.84897950245,103325.2772053405,37559.63849308241,75566.10253815084,657979.3146106591,56890.483213352374,114886.52686390921,121720.60853496712,655882.4080678984,106437.74484953811,101019.46996692341,86530.4913382754,55602.59452834779,34582.950421675116,108782.42603213251,268493.6537781855,108499.46383489162,52750.23047079978,68179.92896225564,94996.96497742114,61990.50278420033,227073.52589716786,5245.424761716004,5454.340889909427
26,121229.67758667386,44030.50340092895,122609.22540719595,58602.73708095636,30679.951938820835,254540.20524427257,245060.57882780733,560285.1962809477,25511.911493618132,80056.8276187293,169930.53120350596,88200.41190442698,27713.409978998265,60315.446515407675,556387.1441476883,41138.11586825926,107165.25307175866,118984.72044716886,559660.2778132223,47769.2050819025,78532.45729777715,45226.296235318645,51151.11016082218,32763.11617724248,76350.39329644153,171811.29869503053,102797.85472814523,38920.437739005705,59872.94810016245,63287.99129765203,54268.963950007936,198775.36944922415,3985.8041394908723,5350.310666391949
27,158389.86212331706,72074.58303480894,128264.0611231123,54746.48501087469,36738.964542430695,196080.45769064676,194931.38990498547,566849.2861869542,41116.781477607045,76486.27955530972,174189.0949076397,100757.64538146653,30943.61391921455,59494.366832983724,563587.960681003,61737.837577377875,100987.27456962242,108028.42568913524,566920.1649352044,64933.88093441997,79150.79414971251,54212.38402053188,41038.07411109749,27336.877871825807,62165.219133335835,134912.97794303254,117218.44288821462,41720.42112059369,57669.4119522352,61360.27309797614,70420.21466164412,132995.4189888401,4749.068051041674,5086.164988597022
28,160373.79905517434,50604.53446643732,146867.29269370905,35251.30688642967,26812.798854283767,221168.4183328809,220533.7823436904,628886.8883830919,25899.887183194765,77978.28126444946,188692.0983897315,57161.86922287452,30557.73503790189,57253.82849934434,632911.6733222555,38765.39517792019,65339.5375918286,66141.08883016287,630726.2348391681,51974.69492963939,56590.165156915304,57954.55074082323,39207.478635911604,32365.165075929115,81075.62197816254,162164.79878971865,71544.20152253215,38225.12423677112,49512.27763909162,54780.03710403413,48820.881160923906,123842.89466305476,6993.187476110379,7329.716209573445
29,99674.80278309273,44786.39957678149,85014.5485066176,36572.96841081096,15047.471015511012,121351.23491533968,126380.56420496781,472021.17313329433,25457.124683564787,58370.24198698516,113654.77736258187,48821.8894800792,18694.629658585498,38746.85858592425,469353.72793066665,54267.26772886775,58731.98530213138,61991.320628716625,472173.45921681245,36907.74980427663,37088.600658661526,45383.962435318244,26618.465083189232,17867.95446644602,49707.2706925724,91195.52734514978,60904.21389207029,33134.9184271839,42439.5579424914,33965.61159339596,45109.08279493695,101487.55069226045,4436.244960034792,3585.0125112586143
30,180429.77084276258,94785.70248291572,207694.66081119096,111020.64481235265,47575.24135832295,368498.04552435287,328802.29698374204,651004.0741626978,28956.669790183416,100338.8781221491,327594.9570125013,95082.00740299976,26194.641492850402,48807.58686847184,648811.358093285,35419.44413627879,111143.91818146972,109709.94993984161,649732.7840667579,53289.8814791545,105696.0728463513,90634.01535111536,36331.94872935186,23287.931630735962,100288.31661892818,269140.66457582975,106809.14553175686,32992.691810088225,42604.048865734185,83622.669117904,74944.85275425835,194601.02897223664,3390.1424736275458,4436.93768713952
31,99553.53166910935,53898.798386537135,61899.72269909947,42542.30929278158,33214.859969553756,95700.76078707437,103914.64033454428,258431.69341418438,16840.617821282853,49354.550082412665,83727.24504914336,57437.35362723457,40396.53113372096,55219.94162381858,257994.2318684293,44672.76280146249,65805.98924064219,73276.69848302967,256505.54792951883,40033.08745750719,40290.22049084595,45660.00304074495,41869.18623044481,29929.6793435991,30671.196470101473,54534.66528036572,61965.79429288087,60336.73818368309,53598.287314506524,35564.33978643188,38959.12172329341,75166.02035675585,6684.79628125184,5899.145594683696
32,137339.34521874425,56451.601159403865,78736.05053490632,55019.70209447505,23996.222200935263,120096.3178264823,120554.20509201275,351189.6273366941,20270.60714555425,59104.80565421314,108748.0435281571,48140.54255595431,34025.754049026255,36142.20874889265,348371.26451151026,41172.33922459999,62973.27476599626,67783.92594802903,352666.36221030453,52693.596670060586,48299.37978095526,55645.46557527033,23738.173018710186,21523.028984830275,46582.46101833112,104335.18637069623,53206.1642955571,45826.5305679521,61273.012769113615,40292.086971605386,51764.80814292569,72493.69566307108,4124.604315897851,4794.647311476354
33,132609.75742121896,69809.60649264668,95795.35353704153,48750.51678788616,40709.625196522284,170627.67226213706,176587.9573563459,372306.89400325087,29255.727372342997,64840.20419141548,153799.23092313777,96964.14726729548,32049.30466421867,84562.92806948912,366030.3708953063,32526.537423875467,104601.90605270762,120045.70810720578,371832.8681294818,68198.45485848813,74921.18234033437,37998.665807119396,43305.54235457882,32660.394697802178,68617.69751591152,88761.32210852441,97177.45848959507,66592.01708138862,51940.23924301659,74750.58580654969,65849.45504534853,119210.69834680847,4645.873930797644,4872.584035997334
34,176736.36291331807,90013.32610495297,151134.91850964964,49876.52916797847,49916.17384524397,195014.58372238054,204644.59888356744,520710.7785102463,48177.16075241297,77492.48898741112,249615.34333876256,88281.08031301571,29851.19072612176,42452.99148040725,523135.44903350715,57162.40285445856,105839.98188389192,107179.62618169494,523026.2424670716,76809.99512272027,71516.8076654334,71581.74203390378,48024.065144276945,28108.380619892123,77764.39512169259,134091.42515252755,81217.66391124683,52362.32319174973,67317.39649759216,72567.11020763517,56362.81981450355,135020.1622919456,4298.378699472162,4433.474102752278
35,113703.2277181161,53547.07982712906,91962.40883157875,59954.75603125548,27842.889166528093,214896.1694942547,170542.0137805585,327580.5376505682,28162.389394065376,37688.37384725896,164648.23043796117,77148.02851543161,31846.507888758973,66393.87789885889,328350.528480394,43266.778525955415,73062.17072936574,69032.66773783084,327329.9579635447,38993.74948543193,56676.786647511966,35931.982394411345,43305.74910558403,28909.079460412835,38896.67164813734,153055.89474869345,73704.70791309208,57288.61160958306,50356.29485171475,31456.477178668854,38943.499877098526,88110.09528200858,5078.048389170584,4669.03858242243
36,190706.20139081468,110940.45733027632,229025.98886089426,112968.0779866207,42204.71783064104,471113.4676564831,380062.32466658816,630269.822714108,19550.189025549644,92230.60712411196,340939.7016817522,127021.785709108,16768.583087842417,76682.43152617983,628652.914969358,25695.05735418277,154196.39272469538,148077.97881030347,629377.6946774797,38561.83075120672,143290.77859142827,39819.55482578978,52998.128102221155,30426.309683264208,105653.27998928039,329062.4019762229,125569.87512482329,42797.80129552081,57906.53447977988,74240.75925141391,86454.15492324618,246395.7732330077,4425.584487444234,5039.5159243101425
37,105781.11339957081,64549.35684304036,66909.79727997915,28574.830652857618,41914.49462541926,54747.325989892975,80634.89901187444,273544.40869101294,26105.053994897826,62543.698915479676,84526.63156202425,56871.149495281876,27948.543445228825,35732.32719516622,274231.8965033777,39944.1473414694,59278.57288179312,60044.90895994277,275019.2510830627,48403.74350641409,42458.56520521584,37857.79253028398,33818.20232866382,28298.657889114143,46134.15180387007,36996.60634658356,58235.44612106957,34130.6329534716,38994.61398237748,40761.89157601512,37332.20751438519,60188.60614383874,4046.014094378873,2997.427417843787
38,170859.92218557608,90773.5450341273,63318.337352294504,50248.03007808591,34053.810623311125,190393.5888784301,162178.970533267,612419.69327384,43152.36253445019,40271.84624554448,123584.94522160989,126650.61585361781,35743.28989392857,65949.26360691716,614685.7833675318,38079.12027906464,140858.19497258434,131302.34273845667,613072.4933455581,58551.59810553217,94211.35375189057,62129.41173297947,80062.62151486202,32702.163034535293,44574.10526701878,102955.83596336492,127616.32034282139,90708.09267997301,66635.26212169818,41723.04125307976,57879.97288069843,117123.24269073526,3057.1725499869754,4298.981463059668
39,275939.65461207,155511.98091935902,55646.038062055115,61256.16652239885,36681.92475337203,218307.81668290964,193153.4373382914,821899.8749165902,40758.8209338354,31737.310328398242,112544.73888896256,170702.82857454888,38283.0297500638,93272.20872015842,821744.2389398065,29937.283732416305,168652.09328607496,163785.5170248038,821986.1329494829,63136.67643565001,111967.74746957849,53999.00697124263,76561.91980385929,46745.813630769495,36010.037023061144,108816.02108693622,181826.43974288384,88896.44700082814,70965.0988077035,32001.007093002117,100668.84862519757,163192.6019352735,4125.2324103819665,4271.373523069494
40,113557.39916706838,49861.19283947634,69493.1847741914,44721.726262509845,24728.490893009584,128986.0251617629,105523.60325927714,490367.3738611082,16884.22550717281,41779.603221102094,106450.99979408113,43989.18845448098,34001.46443929849,46974.047844390065,487891.01361674495,49534.167924531444,52575.4827684668,56391.21375084501,488677.66553101916,49048.93167926111,46513.55200760759,52052.16207275043,40211.48841374412,21154.588026613812,31913.816713685526,81767.12281522993,54217.42921600781,59930.67495005622,55992.066975531125,36009.52282129027,37733.87306744188,98096.72816527312,2890.8531694514604,4684.560658459123
41,108670.825129955,74593.09287939304,67435.0749136125,48063.95989815369,30596.294927786785,124756.72106206843,96448.2205435978,362255.40187221393,33327.851899365654,46427.693555427235,118376.49819182775,78792.08389436746,22195.779398703435,51976.89709544346,362050.19346104725,25963.63513356197,77926.43815116592,64945.13669411866,363267.63033991185,45385.51432549942,51642.596341106924,54572.36296665844,43955.99671273772,21638.628376571847,34263.80216571899,82780.4601499934,84318.37308918287,57019.27857330034,35966.02980998889,39753.55044191422,61605.108971242764,75238.96656213801,5501.7005735166895,2689.2650019570374
42,124228.05580766487,55884.888239878004,52848.50149660041,29770.30142903683,29389.98400230622,120417.47076649664,102388.45292422692,495517.4706964479,22794.113241684485,37881.46685369148,51439.42429454019,66675.70909229455,33454.98636338726,52452.84840898717,493062.3305676898,25897.74304817495,69978.20608836849,76937.69724685681,493306.1484216574,47550.21002775828,33775.799828574825,54682.64785498937,30930.94261764041,26561.934446720592,28155.32585662004,56250.2081364264,69551.40693606363,52314.52020128394,48163.27766302168,25760.717559020202,50197.72430706528,86877.41902861338,5371.371043183599,4053.0959775306696
43,648755.4532091059,454234.94843552995,177638.0511850184,206517.1120393322,140726.70369472692,912986.7030453847,741994.0462896778,2203311.292813368,292541.33760759013,220845.1342871049,401062.6563922091,718374.3939346939,144989.43995002224,387936.7415606693,2199095.2709166026,65241.402362278845,702653.7737767883,691177.6514720744,2203050.8329404765,404754.24575958267,471006.5163064987,423134.4882622523,457002.9947813659,197294.4294664223,72970.87771523616,419745.1771431687,671464.2048906494,584089.5693362008,214619.2291794065,64702.05511854775,257215.87316832435,533062.1523919754,3024.7647307581888,3281.97693746788
44,194314.99335181012,114977.58486568081,90795.39434269142,64737.237813271095,39520.10812589413,228129.40261557075,217424.8355849354,505382.95066546474,37465.36193923328,42040.353708408045,171573.58677791446,148650.28282107497,41289.14934140832,97109.01925794815,504427.1122879106,18868.76816867863,149304.7937190005,128576.2774423562,508788.7681218979,57734.71497990367,99897.793101346,73919.26026877401,81338.23146083634,43839.15463789684,58809.072509332356,133855.7261661879,128782.96783277503,111455.60236850422,58202.225649876025,56823.270999145854,61946.614859489964,117784.68582095904,3658.7575621800347,6714.24459227519
45,104583.99917192946,46301.10245478085,40238.540021099274,19759.665057937542,21115.06267040407,109172.57713449835,90494.13674551906,390266.69194918755,29818.554070444898,33960.61487603238,104214.1406145623,85122.76302067154,40212.54407612638,70689.87068241669,384339.3033591053,51946.33435040565,89929.55330430859,79657.6494389771,387659.47289922554,48711.98731735895,60014.95840744883,49186.17404204753,38520.31556683264,25952.47691053983,31910.618764663428,62657.72204883642,85704.5450436371,39716.64686519045,59999.76425328239,34711.81496495409,42447.05401727283,73259.29515137558,4083.6219463346265,4244.398319503982
46,132507.6008227581,69952.98265630758,104419.04629405771,52803.95353832974,33451.309040965694,185995.6157523011,155505.26382190004,397076.84834132734,26235.76850395264,45650.91540046703,169136.9238305001,65304.016517618315,35108.31232135887,68622.94108660505,393246.37792997935,27125.462954818566,80207.74196118583,64170.916669834354,395755.7153982018,29298.333189347497,53343.6753949213,43013.91660791603,38143.35653925689,27678.4096534315,43526.49925142058,133652.56593342422,65056.28960180386,50846.47963978305,34550.88049827803,28366.345807067006,44457.47328877609,92042.03926826245,4998.952192057644,3569.2557539416025
47,76367.60196680039,43555.16345799049,101009.22796240225,56853.98489025727,26965.706435866807,177313.04348369714,165416.44073817195,290598.9853058852,31641.84571137318,57876.807591312696,152286.4732190113,53935.02271185092,31882.3496790786,44982.98619088562,293749.0816875186,32979.2881128722,58798.69151772744,71424.89359705083,292672.62593086594,49232.246957491414,47907.92111716694,43652.02405257606,29639.532784447074,18214.553009495645,49973.44099014839,125178.2107464888,62707.4873194659,36800.434229027516,48200.141983806636,39324.92352782347,39045.47965498142,81249.34078915778,5768.698368382904,3346.907742197813
48,123710.56440331753,73980.34930295598,128213.33435537462,75595.87475283988,36900.27978661643,262935.90746912477,225810.11699200628,374817.9390935588,27883.441285240297,61389.91535494071,175329.386325625,83015.41877526676,24153.306049938605,50085.63394714429,375174.48362580175,27044.706303186947,101854.78141076252,96577.64067057343,374648.4854713498,53947.02856883034,75053.19926504909,38256.35780267832,43588.02792896389,20784.10715110635,57445.91741081834,180071.6674146142,88882.66901272007,27762.5369883668,58555.98341732402,57440.29445831626,44933.316188073375,147499.05719008422,6743.459113768784,4872.532248902651
49,102326.6378842094,50949.07046553288,100360.92184851084,49394.16330188644,28335.31688385034,185553.12218002218,160348.1605298685,330927.99420312373,29030.196321615367,58297.01702483786,127965.35296031977,75748.82376267109,17175.46384181545,54866.00413762482,332575.1018961825,15633.460707128632,75358.41501161756,86147.13888925247,333256.0421687392,46890.59438848366,53498.950702431444,43771.96319388201,32168.76106089161,20027.920378518844,60432.3765453887,121177.99871215672,72481.90948397265,33472.420091862434,46374.26248674203,49962.17665277161,32608.720031750687,106400.22106898889,5888.612901940671,4383.695475016338
